elevation_m,slope_deg,ndvi,rainfall_mm,soil_stability,distance_to_water_m,flood_probability
267.14,24.74,0.0699,2805.1,0.2,201.8,0.3871
2.95,0.14,-0.0416,1223.8,0.35,4286.4,0.7162
381.09,1.41,0.4456,157.4,0.8,4686.7,0.2861
308.02,17.99,0.6481,2080.4,0.45,1732.3,0.1953
493.99,18.2,0.8194,544.1,0.2,1127.0,0.093
481.52,15.54,0.1572,564.9,0.55,2164.4,0.3194
149.93,1.7,0.3104,2651.4,0.5,4937.6,0.4207
104.05,16.23,0.7836,1435.7,0.8,2225.0,0.2584
194.22,14.54,0.226,1256.8,0.5,1237.6,0.2616
474.0,29.17,0.6841,1153.9,0.8,2745.5,0.1072
381.99,16.33,0.544,719.2,0.7,2356.5,0.1732
452.34,38.23,0.7701,1295.1,0.5,1093.7,0.1046
275.85,6.27,0.2843,1600.8,0.7,4716.6,0.3669
283.7,6.89,0.8836,2073.8,0.7,3209.8,0.27
287.53,32.03,0.0507,1017.8,0.5,4341.5,0.2762
158.11,37.32,0.5123,2232.4,0.55,3384.2,0.2651
393.48,3.43,-0.0913,2600.5,0.55,1664.2,0.5001
178.35,29.74,0.858,991.9,0.35,1821.1,0.1269
454.62,23.34,0.7283,1477.8,0.7,1455.8,0.2245
450.41,6.08,0.3152,1643.7,0.6,799.8,0.3587
276.16,18.78,0.8833,2100.9,0.5,4880.9,0.176
222.45,30.23,0.0356,1204.8,0.6,2389.6,0.2135
383.57,23.45,0.8878,1150.9,0.8,2928.6,0.1908
485.15,37.86,0.4668,2668.3,0.35,4433.6,0.2788
34.44,5.4,0.2001,1241.5,0.7,563.7,0.6982
98.57,25.37,0.1923,2399.1,0.35,1780.0,0.2206
491.79,19.79,0.5219,1811.9,0.7,1832.4,0.2444
491.02,36.17,-0.0766,1023.8,0.7,269.5,0.3351
119.4,12.27,0.3489,1355.6,0.55,1371.5,0.334
329.71,13.32,-0.0686,2628.9,0.55,3675.9,0.3718
9.61,15.23,0.8045,1202.0,0.55,3479.5,0.5429
183.4,20.5,0.8937,1331.1,0.2,670.4,0.1552
173.12,10.46,0.0929,916.8,0.35,4567.7,0.3001
333.11,12.74,0.4088,429.2,0.7,4033.1,0.2367
53.52,2.98,0.2734,546.6,0.5,3896.6,0.4855
6.72,32.28,0.7702,1890.6,0.7,2917.9,0.529
482.82,38.76,0.531,1059.6,0.35,3066.7,0.1482
459.0,37.06,0.0856,2182.9,0.35,29.2,0.3412
395.8,9.32,-0.05,330.3,0.2,3131.0,0.2994
354.12,19.81,0.6063,1460.7,0.55,2218.2,0.2725
253.79,3.18,0.8742,863.5,0.5,3502.8,0.2129
93.52,12.86,0.892,571.0,0.45,3011.8,0.1605
253.33,11.42,0.3265,2491.0,0.5,2657.4,0.2645
125.83,30.17,-0.0353,282.1,0.2,4514.4,0.0832
30.2,30.23,0.3301,2054.7,0.8,69.9,0.6073
294.07,36.65,0.2615,2075.1,0.35,2850.3,0.1916
363.57,12.76,0.2581,2451.8,0.2,2503.5,0.2985
499.55,7.61,0.4872,223.8,0.2,2054.6,0.1743
439.99,12.97,0.6963,2841.1,0.6,2323.5,0.3197
71.04,30.02,0.3196,171.0,0.7,3943.4,0.2619
190.73,34.81,0.0494,1160.6,0.6,3959.0,0.216
296.47,7.36,-0.0052,1234.7,0.7,1361.7,0.3417
98.88,19.89,0.0583,2506.4,0.45,1146.4,0.2576
216.43,37.89,0.0598,2910.4,0.55,1773.3,0.2979
53.01,38.12,0.606,1862.7,0.7,1183.4,0.4392
208.17,0.52,0.208,559.9,0.45,3423.4,0.2884
214.5,4.87,0.0294,917.5,0.2,4037.6,0.3332
485.22,2.52,0.3471,1309.3,0.5,4723.4,0.2887
344.14,36.41,0.8026,1938.2,0.8,3936.2,0.1178
165.53,7.78,0.0271,1033.3,0.5,3543.4,0.3106
304.69,32.53,0.1491,1733.6,0.55,1574.2,0.2608
74.18,12.87,0.4292,1441.8,0.45,344.0,0.3616
194.79,7.73,0.6699,2164.5,0.2,4240.4,0.2755
316.53,13.09,0.7248,1499.4,0.7,3920.6,0.2467
478.33,19.39,0.2142,2661.3,0.5,4122.4,0.2461
298.79,4.81,0.6334,2232.9,0.5,2622.3,0.2204
252.06,9.93,0.276,2131.9,0.55,1497.9,0.3387
14.41,25.76,0.3214,1169.0,0.7,2239.0,0.5943
191.01,6.28,0.3441,1010.9,0.45,2285.2,0.3
142.38,23.46,0.2228,149.2,0.55,4340.0,0.256
276.29,14.75,0.2153,2189.5,0.55,3148.2,0.2922
163.31,33.44,-0.0655,920.4,0.55,4417.5,0.1899
27.93,28.69,0.0319,285.2,0.35,708.2,0.4942
356.93,3.67,0.2603,1135.5,0.35,2069.1,0.3173
375.43,19.7,0.4451,1621.6,0.6,3476.0,0.2231
103.63,6.36,0.6628,2619.1,0.5,1203.9,0.2984
322.38,22.31,-0.0475,2544.4,0.5,2398.7,0.3853
474.98,38.18,0.0377,1026.4,0.6,3782.3,0.2431
335.13,0.77,0.6655,1527.5,0.6,2754.7,0.3491
104.42,23.31,-0.0928,2135.3,0.2,2550.7,0.2822
414.52,15.89,0.0523,121.3,0.45,1335.6,0.2298
417.41,30.17,0.1563,667.7,0.45,1969.2,0.2064
325.23,18.07,0.3455,2906.4,0.6,1030.9,0.3442
53.36,37.32,0.1056,2303.3,0.45,4166.3,0.4636
337.1,35.47,0.7179,1146.7,0.55,3242.7,0.1338
421.78,8.67,-0.0762,135.8,0.7,4303.2,0.41
103.18,37.87,0.2886,1049.3,0.6,3013.0,0.2123
280.41,11.41,0.8868,2586.3,0.5,397.6,0.3039
53.63,0.01,-0.0688,245.1,0.55,4734.5,0.5712
190.71,22.72,0.0595,255.3,0.5,3232.4,0.213
485.47,29.67,0.2728,911.9,0.55,1494.4,0.2019
70.92,18.28,0.8322,2951.5,0.5,610.4,0.3526
318.35,38.1,0.6928,2652.8,0.8,881.2,0.261
227.62,35.46,0.5949,892.1,0.55,3517.4,0.1732
239.86,29.26,0.0533,289.0,0.6,159.2,0.1985
206.21,38.92,0.4768,227.7,0.35,4797.6,0.1147
438.19,28.4,0.6189,687.8,0.45,131.8,0.1802
117.41,17.92,-0.0981,1985.5,0.6,2799.1,0.4102
351.47,31.68,0.6156,2253.3,0.45,1826.5,0.1368
236.24,6.56,0.5586,1176.7,0.7,1610.3,0.255
319.66,16.28,0.4802,1179.1,0.2,3838.9,0.2296
444.71,27.03,0.3078,2888.0,0.35,3014.7,0.297
442.39,13.31,0.2587,1453.0,0.7,4449.8,0.2532
491.36,5.8,0.2416,1934.8,0.7,4257.0,0.4367
286.85,39.09,0.6923,2491.6,0.6,417.9,0.1852
250.69,1.68,0.0038,111.7,0.7,3701.2,0.3705
342.01,31.51,0.3892,1043.9,0.2,2746.8,0.0872
196.4,23.08,0.6498,2094.6,0.35,1136.8,0.2218
321.95,6.23,0.5939,2284.6,0.55,4467.0,0.3766
247.6,36.63,0.5949,989.0,0.6,1521.3,0.1266
104.62,25.53,0.8516,653.9,0.55,165.2,0.1913
388.03,2.85,0.1534,2857.9,0.6,4724.9,0.4347
330.79,0.42,0.4976,1095.2,0.2,1050.2,0.219
239.22,24.59,-0.0581,1524.9,0.55,2505.0,0.2962
175.75,10.23,0.3736,2413.7,0.35,2119.3,0.2339
474.56,27.39,0.8946,1201.9,0.8,3797.7,0.094
43.41,10.09,-0.008,811.6,0.35,2278.9,0.5232
492.0,1.37,0.2098,2353.8,0.8,1090.6,0.3861
205.3,0.41,0.0284,2601.9,0.55,4678.3,0.3884
231.59,27.89,0.2882,2782.4,0.55,1273.5,0.2798
58.83,20.67,0.0739,1410.0,0.7,208.7,0.4809
343.4,38.74,-0.0232,1498.2,0.5,38.4,0.3072
387.87,32.27,0.8054,2340.1,0.55,1518.4,0.1711
291.78,19.73,0.6138,2444.4,0.35,516.7,0.3011
69.6,29.61,0.8467,1732.0,0.8,2485.8,0.2875
354.2,35.91,0.2683,1676.1,0.6,2373.6,0.176
139.45,22.29,0.3223,289.0,0.45,4390.1,0.162
253.56,9.73,0.8279,498.8,0.55,818.4,0.1432
285.21,26.59,0.3461,2989.9,0.2,2791.3,0.1294
328.13,23.28,0.0158,215.3,0.5,745.5,0.2459
66.61,28.06,-0.0888,274.0,0.55,572.6,0.3215
4.43,35.22,0.0371,2770.1,0.8,4008.1,0.6517
94.33,18.99,0.3787,387.2,0.6,2769.6,0.1757
35.46,26.68,0.7578,521.7,0.35,2393.7,0.2903
494.93,2.9,0.0647,1918.1,0.6,4200.5,0.374
131.23,2.39,0.3319,2624.9,0.6,148.0,0.4755
335.83,37.23,0.2908,1858.7,0.5,3745.6,0.2492
395.23,35.55,0.546,2290.7,0.7,1214.3,0.2494
260.63,19.89,-0.0249,1839.5,0.6,341.0,0.4186
72.78,25.66,0.2695,1240.5,0.8,3254.3,0.3926
493.34,13.66,0.7363,1855.4,0.45,4278.3,0.175
378.71,33.58,0.4896,1724.5,0.7,2351.9,0.2042
45.49,19.59,0.2424,1599.3,0.35,1265.4,0.4591
144.47,20.54,0.2131,2726.9,0.5,2834.4,0.336
174.26,12.25,0.7257,1601.2,0.6,1399.8,0.1853
94.18,24.52,0.6869,2426.5,0.45,957.9,0.1854
342.99,28.5,0.4529,692.9,0.8,2912.9,0.207
438.07,25.54,0.1057,2390.8,0.2,923.6,0.309
323.74,19.88,0.1456,1504.6,0.45,4663.1,0.2286
127.36,2.88,0.0244,1192.0,0.6,26.3,0.4736
94.46,37.36,0.8278,1418.8,0.45,2560.5,0.1021
490.79,25.12,0.3896,413.4,0.6,1940.6,0.191
59.72,7.24,0.2613,2423.8,0.55,214.8,0.5919
267.61,5.1,-0.0041,2254.8,0.6,1032.4,0.4129
445.66,22.66,-0.0901,1079.1,0.45,1428.1,0.2565
301.83,30.07,0.8279,1125.3,0.5,767.0,0.129
276.86,12.67,0.1199,2436.6,0.6,1023.7,0.2821
45.59,29.62,0.8787,882.2,0.8,631.6,0.2667
123.1,16.26,0.142,1867.9,0.7,4589.0,0.3215
335.58,17.41,0.7609,2563.8,0.8,1074.8,0.2645
50.18,3.28,0.6124,1383.3,0.6,4254.4,0.4864
382.53,8.21,0.5733,1366.3,0.2,1617.2,0.219
249.52,24.63,0.7382,1859.0,0.2,731.1,0.2079
341.64,6.74,0.304,732.0,0.2,2031.5,0.2856
124.38,11.63,0.1309,1841.3,0.8,4803.7,0.3359
322.74,2.59,0.6131,163.5,0.2,1804.0,0.1677
10.25,17.45,0.3453,1330.0,0.6,1282.1,0.6183
498.55,19.14,0.0685,2575.6,0.5,4231.1,0.3649
489.58,14.58,0.6607,360.9,0.7,471.0,0.1995
39.63,37.28,0.3531,950.1,0.6,1399.8,0.4045
457.98,9.16,0.2116,1609.5,0.5,4360.3,0.279
391.55,34.87,0.7668,2249.2,0.45,2744.2,0.114
471.01,35.8,0.1362,2442.4,0.5,3017.1,0.3182
134.52,31.33,0.434,2359.3,0.2,3618.8,0.2113
76.36,37.29,0.1456,125.4,0.7,3834.1,0.2846
252.25,2.27,0.0349,240.2,0.7,4234.2,0.3527
120.96,24.36,0.2672,2371.2,0.8,1236.5,0.3017
124.11,25.61,0.6545,294.5,0.6,688.2,0.151
143.6,21.16,0.39,2287.3,0.6,4445.1,0.2107
259.83,31.46,0.4775,2529.1,0.6,3760.6,0.2316
261.74,16.31,0.4032,1549.2,0.55,1042.4,0.224
149.22,24.18,0.3124,1190.2,0.2,129.1,0.2316
243.61,30.01,0.1156,2347.7,0.7,2255.2,0.2197
69.92,31.75,0.2964,512.7,0.5,4519.3,0.2401
126.46,15.97,0.6129,1177.5,0.5,2321.9,0.1941
473.86,35.88,0.8227,956.7,0.55,1759.3,0.1064
454.7,35.48,0.7721,326.6,0.45,1780.3,0.0338
466.99,34.75,0.3795,1122.2,0.5,1558.6,0.1644
253.36,0.44,0.0013,2258.6,0.45,308.8,0.3948
185.63,17.93,0.234,1877.5,0.2,3112.6,0.247
142.46,2.04,0.417,457.6,0.8,3794.9,0.2634
333.16,21.92,0.6489,1567.2,0.7,4665.4,0.2253
188.96,26.42,0.3399,2195.4,0.45,728.3,0.2317
308.44,11.03,0.1202,227.6,0.55,4768.3,0.2554
97.25,22.77,0.3176,2495.2,0.7,2140.3,0.1884
105.31,39.64,0.0634,208.6,0.8,3937.2,0.1698
109.55,36.61,0.0656,2050.6,0.35,409.0,0.1724
308.4,39.18,0.7506,2871.4,0.45,2889.4,0.1988
273.96,36.05,0.6421,1931.4,0.2,2638.3,0.0934
294.89,27.3,0.7062,2357.1,0.5,1138.7,0.1158
11.11,19.34,0.2282,1575.6,0.8,4864.1,0.6606
295.85,32.07,0.1576,2489.8,0.5,4224.0,0.2552
109.48,38.25,0.3643,544.4,0.35,3489.9,0.0909
199.93,22.66,0.1991,803.2,0.8,4743.0,0.2474
331.44,31.0,0.8261,265.0,0.6,4077.2,0.1118
15.3,37.5,0.0182,783.5,0.8,4639.9,0.6147
198.17,8.56,0.3301,781.8,0.5,3056.8,0.281
163.57,15.07,-0.0171,338.1,0.55,758.7,0.2999
214.27,35.86,0.8344,2401.4,0.7,4959.3,0.1959
66.74,39.35,0.2668,2088.4,0.2,3333.6,0.3269
43.76,6.61,0.2098,389.9,0.35,4941.0,0.4396
96.12,6.8,0.2909,2981.1,0.35,1344.0,0.3233
145.71,33.47,-0.0283,1876.9,0.7,334.1,0.2839
321.73,28.0,-0.0039,1858.8,0.45,169.8,0.3062
426.08,26.6,0.5949,2449.8,0.2,4759.0,0.1555
407.32,16.72,0.8305,2403.3,0.45,3334.6,0.2676
105.27,18.45,0.6032,206.7,0.55,2942.5,0.1864
224.46,5.97,-0.0266,2334.1,0.2,2900.6,0.3764
359.32,17.41,0.0226,1968.5,0.45,4687.8,0.3246
16.92,6.26,0.0915,291.6,0.55,4207.2,0.6861
401.81,15.58,0.7125,1444.2,0.6,3920.8,0.2414
407.89,29.81,0.6074,2009.4,0.7,47.1,0.2476
391.6,38.17,0.3158,1512.0,0.2,749.4,0.1852
301.96,38.28,0.8073,2190.3,0.6,201.9,0.1964
4.61,14.43,0.243,1883.1,0.2,23.7,0.6694
250.54,8.44,0.2325,2010.1,0.45,2659.0,0.3364
