flood_probability,slope_norm,soil_stability,vegetation_density,wind_exposure,sun_score,buildability_score
0.3729,0.7666,0.226,0.4615,0.191,1.0,73.63
0.3479,0.6778,0.6613,0.0393,0.1049,0.9372,78.45
0.9401,0.46,0.7534,0.2697,0.0334,0.7477,61.92
0.529,0.3138,0.2685,0.9039,0.1561,0.9368,76.87
0.3652,0.8104,0.3654,0.5497,0.7915,0.7866,63.13
0.3529,0.1979,0.4999,0.9999,0.368,0.8677,89.21
0.356,0.5272,0.4853,0.489,0.4545,0.3718,71.32
0.0854,0.2136,0.7606,0.8203,0.7533,0.8111,94.34
0.0744,0.1896,0.6225,0.9108,0.3099,0.7015,96.0
0.4322,0.8511,0.846,0.3136,0.7123,0.9166,73.37
0.414,0.7686,0.8191,0.9507,0.268,1.0,80.64
0.9734,0.6676,0.6649,0.9142,0.6735,0.4593,56.92
0.3642,0.6289,0.7904,0.5607,0.1534,1.0,74.07
0.3427,0.9486,0.6686,0.2373,0.7295,0.9923,68.31
0.946,0.7075,0.7599,0.1415,0.5066,0.95,49.12
0.1037,0.8102,0.6706,0.9569,0.7968,0.4024,83.01
0.2639,0.6577,0.4256,0.1591,0.3776,1.0,73.09
0.5466,0.806,0.3027,0.3331,0.6187,0.5306,56.02
0.9767,0.7588,0.5161,0.2641,0.6291,0.5961,45.41
0.3748,0.819,0.3961,0.9245,0.1094,0.3394,72.43
0.7725,0.5323,0.795,0.9051,0.3426,0.446,67.32
0.9664,0.6871,0.3011,0.2061,0.8255,0.8398,45.67
0.1003,0.5931,0.5112,0.9512,0.4288,0.5258,89.49
0.2795,0.4967,0.2562,0.382,0.1346,0.2756,78.94
0.0745,0.6619,0.3707,0.2429,0.267,0.3047,80.95
0.169,0.2071,0.4724,0.1956,0.5082,1.0,90.68
0.3949,0.2911,0.8356,0.0462,0.573,1.0,80.54
0.1084,0.5435,0.7428,0.3772,0.7405,0.5921,80.54
0.4832,0.6542,0.6823,0.0657,0.416,1.0,70.95
0.5456,0.8456,0.4763,0.0493,0.2998,0.7093,62.28
0.8139,0.2224,0.3583,0.8271,0.1618,1.0,68.47
0.2567,0.4294,0.409,0.5888,0.0833,0.2839,76.66
0.7179,0.6847,0.3615,0.6817,0.3869,1.0,64.22
0.9653,0.7193,0.7255,0.6452,0.2295,0.3698,49.7
0.8144,0.998,0.6936,0.5962,0.6827,0.3631,54.33
0.5587,0.0998,0.478,0.5448,0.5796,0.6758,79.24
0.0108,0.2773,0.2825,0.3321,0.2466,0.7985,91.02
0.1385,0.8746,0.8668,0.4015,0.0034,0.4097,79.28
0.4234,0.735,0.7297,0.5504,0.51,0.5863,71.07
0.8648,0.9281,0.3623,0.7727,0.3681,0.4616,49.83
0.5035,0.298,0.6777,0.6216,0.0827,0.6242,74.71
0.3263,0.0845,0.418,0.9183,0.3774,0.4495,88.22
0.6903,0.3452,0.2182,0.1629,0.0815,0.2932,64.09
0.9109,0.2445,0.2607,0.3304,0.5132,0.8319,58.83
0.7065,0.5663,0.2084,0.2205,0.808,1.0,55.32
0.4929,0.857,0.6895,0.1922,0.3454,0.7086,67.37
0.9076,0.8933,0.4124,0.1296,0.9101,0.8904,46.31
0.3922,0.5409,0.3623,0.6346,0.5553,0.544,72.2
0.2391,0.3852,0.3812,0.7561,0.4535,1.0,80.09
0.4356,0.0606,0.4714,0.2244,0.3246,1.0,86.37
0.8428,0.9312,0.7593,0.455,0.635,1.0,57.02
0.4724,0.2363,0.3594,0.177,0.5801,0.6352,70.08
0.8287,0.7253,0.4333,0.7549,0.4999,1.0,61.33
0.7795,0.3022,0.3966,0.5333,0.0432,0.5282,67.09
0.8732,0.4388,0.7614,0.8437,0.5414,1.0,61.68
0.8451,0.1622,0.236,0.5944,0.8487,1.0,67.57
0.3599,0.5797,0.8228,0.8027,0.4136,0.3576,80.3
0.9932,0.4727,0.4147,0.4496,0.2899,0.9312,59.47
0.4183,0.4613,0.5582,0.7902,0.1517,0.6051,77.06
0.3379,0.9433,0.6762,0.7582,0.58,0.8081,70.52
0.2578,0.6853,0.5699,0.3489,0.4169,1.0,76.48
0.5975,0.9222,0.8677,0.7178,0.4077,0.4503,66.01
0.1322,0.4098,0.5835,0.0338,0.7675,0.656,79.2
0.5961,0.4684,0.7298,0.2051,0.565,1.0,72.78
0.1443,0.2228,0.5279,0.1837,0.7454,0.9456,84.1
0.0854,0.9464,0.7315,0.9884,0.1232,0.7577,86.96
0.4194,0.1874,0.7551,0.4069,0.9668,0.8487,81.2
0.2318,0.6844,0.7434,0.0519,0.1431,0.8154,83.02
0.9291,0.2522,0.4654,0.7875,0.8144,1.0,66.26
0.3778,0.9849,0.381,0.2266,0.9171,0.6156,53.23
0.3438,0.1305,0.4387,0.5377,0.3918,0.9637,85.95
0.5058,0.2424,0.7008,0.0486,0.7855,1.0,75.65
0.2649,0.5311,0.7796,0.3363,0.5317,0.9649,82.28
0.9618,0.6318,0.7353,0.5203,0.0098,0.4028,58.0
0.3501,0.311,0.3002,0.8022,0.324,1.0,75.92
0.9706,0.3652,0.7605,0.4797,0.8596,1.0,64.93
0.5506,0.6375,0.5126,0.3969,0.6787,0.2885,60.68
0.1688,0.2491,0.2526,0.4805,0.902,0.3353,72.25
0.9688,0.9036,0.5921,0.9645,0.9225,1.0,50.09
0.5399,0.472,0.5671,0.484,0.9197,0.7261,63.85
0.203,0.7976,0.2534,0.8014,0.8056,0.7701,73.74
0.8174,0.4739,0.6666,0.3923,0.3004,0.6415,61.5
0.2345,0.7602,0.5793,0.5066,0.471,0.2678,74.06
0.5271,0.3122,0.6793,0.1501,0.0212,0.8743,80.09
0.7306,0.6561,0.2025,0.7232,0.4891,0.5228,58.27
0.2754,0.4983,0.2962,0.8649,0.0682,1.0,84.77
0.2691,0.4151,0.8121,0.3195,0.7397,0.9649,81.92
0.6805,0.4473,0.393,0.8252,0.2298,0.9112,73.15
0.0554,0.5346,0.7369,0.2924,0.5429,1.0,90.04
0.9676,0.5077,0.5454,0.9021,0.6888,0.4482,54.48
0.5349,0.6443,0.4984,0.7956,0.8644,0.5576,66.62
0.1346,0.4854,0.3875,0.6637,0.3422,0.8951,86.96
0.621,0.4603,0.267,0.0443,0.1069,0.6463,61.77
0.4834,0.1322,0.6322,0.3504,0.5715,0.2924,72.59
0.8484,0.1547,0.7067,0.3528,0.2383,0.8963,74.53
0.0038,0.2687,0.6532,0.1977,0.4766,0.5621,92.08
0.1615,0.9095,0.4406,0.9647,0.6316,0.591,74.38
0.4294,0.211,0.6231,0.4436,0.2824,0.4011,81.54
0.0194,0.7876,0.434,0.9363,0.3027,1.0,95.87
0.9147,0.299,0.7675,0.8267,0.5828,0.3952,62.07
0.1303,0.6013,0.562,0.5454,0.6931,0.413,75.29
0.9678,0.9149,0.7093,0.2356,0.924,0.6481,37.82
0.7894,0.48,0.8173,0.2579,0.1913,0.5302,63.06
0.3043,0.8967,0.5632,0.1648,0.9745,0.595,62.84
0.4766,0.3376,0.4843,0.711,0.3074,1.0,83.4
0.8349,0.6134,0.5999,0.7629,0.2264,1.0,61.29
0.6473,0.6407,0.2878,0.4709,0.8641,1.0,57.49
0.5676,0.0095,0.2461,0.699,0.4829,0.6881,74.12
0.1274,0.879,0.4839,0.6945,0.969,1.0,78.16
0.1538,0.0331,0.4888,0.5996,0.0531,0.9471,100
0.7178,0.2684,0.7811,0.9745,0.9124,0.8722,73.2
0.9442,0.1136,0.5221,0.8196,0.396,1.0,70.62
0.2586,0.96,0.4298,0.5716,0.788,1.0,68.18
0.1259,0.6104,0.3559,0.9789,0.6108,1.0,82.23
0.2729,0.8011,0.3145,0.5752,0.6374,1.0,77.56
0.323,0.4173,0.4908,0.6935,0.7875,0.9808,79.27
0.0824,0.3529,0.8041,0.0199,0.1688,0.6453,96.22
0.465,0.7794,0.4819,0.0106,0.7197,0.3813,57.73
0.5628,0.5746,0.6922,0.6362,0.4323,1.0,68.46
0.6449,0.3011,0.5161,0.4889,0.842,0.8969,72.77
0.3181,0.6587,0.2367,0.9211,0.176,0.4779,72.25
0.1436,0.7053,0.2428,0.4329,0.9504,0.9938,77.85
0.2676,0.5709,0.6354,0.3058,0.2312,0.7767,79.4
0.8537,0.7393,0.6703,0.8651,0.7912,0.8815,55.82
0.1745,0.4688,0.6857,0.3344,0.1981,1.0,90.09
0.2213,0.0197,0.537,0.2772,0.2486,1.0,93.41
0.6792,0.0505,0.89,0.4231,0.1015,0.4138,77.82
0.2535,0.6335,0.5771,0.1909,0.8189,0.3942,75.07
0.2417,0.3468,0.4269,0.0726,0.0482,0.4778,83.58
0.0283,0.7087,0.4559,0.3565,0.5343,0.7071,83.55
0.804,0.956,0.3867,0.9977,0.0523,0.3892,58.67
0.6751,0.9463,0.4753,0.0712,0.5937,0.3932,47.57
0.813,0.8559,0.2921,0.2326,0.8008,0.2826,40.76
0.5864,0.8445,0.7756,0.7328,0.8859,1.0,65.23
0.3493,0.7429,0.7105,0.3101,0.961,1.0,75.98
0.8745,0.1101,0.6844,0.8583,0.3141,0.7048,70.78
0.1213,0.9318,0.5026,0.2306,0.9588,0.8292,73.9
0.246,0.8399,0.5014,0.745,0.1341,1.0,82.04
0.6714,0.8726,0.66,0.8918,0.7161,0.4677,62.26
0.0008,0.4358,0.2512,0.0415,0.1538,0.5382,91.54
0.5624,0.3854,0.7661,0.6676,0.42,0.6583,77.35
0.6858,0.6927,0.4957,0.9129,0.5052,0.9331,63.3
0.5929,0.1093,0.2551,0.2845,0.7543,0.9217,75.23
0.5999,0.4856,0.5594,0.5008,0.0982,0.7944,69.01
0.0383,0.7992,0.8271,0.6564,0.3859,0.4728,81.89
0.5083,0.7077,0.7137,0.0886,0.8173,0.5738,63.25
0.4205,0.5959,0.8951,0.6277,0.6608,0.6,80.02
0.5363,0.1603,0.535,0.524,0.012,1.0,83.68
0.7145,0.1566,0.2012,0.6383,0.554,0.8671,71.9
0.1543,0.1932,0.3475,0.42,0.0177,0.7228,91.09
0.7272,0.7119,0.2201,0.5335,0.0497,0.617,53.88
0.7602,0.584,0.8921,0.3712,0.6415,0.5678,64.07
0.2841,0.5486,0.4882,0.8917,0.2602,0.6907,75.25
0.3789,0.5151,0.4925,0.3726,0.8684,0.5595,67.92
0.4914,0.101,0.4975,0.3543,0.0454,0.8631,85.64
0.2072,0.3037,0.8483,0.0894,0.0488,0.8237,86.46
0.4389,0.5886,0.3026,0.7198,0.1347,0.7352,77.38
0.7584,0.2139,0.7394,0.7035,0.4821,0.4718,69.24
0.677,0.0994,0.5466,0.5572,0.1083,0.9675,80.21
0.2832,0.4805,0.3076,0.8521,0.1436,0.8594,82.33
0.1385,0.3749,0.7726,0.337,0.0238,0.303,87.11
0.0314,0.9935,0.7039,0.6658,0.5861,0.7547,84.1
0.2088,0.8466,0.481,0.4582,0.5204,0.6885,73.71
0.2146,0.2022,0.7555,0.2821,0.5262,0.9581,92.13
0.0594,0.0299,0.2556,0.2234,0.1574,0.5316,100
0.4917,0.9737,0.3946,0.4377,0.5681,1.0,59.52
0.4128,0.9904,0.4893,0.3875,0.512,0.7052,64.59
0.6056,0.3776,0.3017,0.1552,0.778,0.8292,66.75
0.0557,0.1659,0.3749,0.1296,0.8966,0.5131,82.62
0.4516,0.848,0.8674,0.1845,0.0788,0.5882,74.46
0.5639,0.0435,0.3837,0.923,0.8508,0.4022,78.28
0.012,0.0694,0.4818,0.0434,0.5423,0.3552,87.0
0.1797,0.5791,0.5415,0.5533,0.7713,0.6954,76.71
0.3816,0.1937,0.258,0.1405,0.3909,0.546,74.68
0.5517,0.812,0.8004,0.3027,0.1553,0.3827,66.5
0.5553,0.2511,0.581,0.3929,0.7242,0.474,69.1
0.4615,0.462,0.4101,0.0416,0.943,1.0,73.96
0.0316,0.1525,0.6753,0.6313,0.8122,1.0,92.46
0.788,0.6043,0.374,0.5738,0.0064,0.3282,58.92
0.788,0.8734,0.5975,0.7444,0.8308,0.9967,62.88
0.8042,0.6156,0.7135,0.847,0.3784,0.853,59.61
0.7263,0.4092,0.5865,0.7771,0.2895,1.0,68.16
0.2204,0.0785,0.2653,0.7556,0.5157,0.3516,89.53
0.6335,0.3121,0.8641,0.3418,0.0859,0.8952,73.82
0.1566,0.6362,0.5115,0.5872,0.0022,0.5358,86.87
0.0014,0.7448,0.7547,0.8067,0.9027,0.6655,85.42
0.2959,0.8175,0.5211,0.2127,0.0218,0.3459,73.18
0.9104,0.2718,0.5317,0.9464,0.1525,0.5508,63.32
0.9767,0.5996,0.7534,0.455,0.2677,0.4539,59.55
0.2655,0.6182,0.6064,0.9211,0.5253,0.2534,71.34
0.9426,0.2469,0.2746,0.2288,0.7478,1.0,57.51
0.6301,0.9635,0.2496,0.8335,0.0169,0.4038,60.3
0.7591,0.4509,0.3636,0.0654,0.6459,0.2917,48.27
0.2414,0.6854,0.2253,0.0268,0.5338,0.6222,71.44
0.3323,0.407,0.2662,0.3221,0.3962,0.6061,75.93
0.4408,0.9506,0.48,0.5994,0.8768,0.597,62.16
0.6356,0.5839,0.5632,0.2716,0.2523,0.3136,67.89
0.4053,0.1065,0.8918,0.9214,0.456,0.6795,89.33
0.7535,0.4445,0.8648,0.7652,0.2219,0.6904,68.65
0.1973,0.202,0.8932,0.037,0.5278,0.3514,85.6
0.885,0.4423,0.6016,0.7589,0.8321,1.0,61.22
0.9219,0.268,0.4056,0.9448,0.8102,0.5563,59.77
0.5919,0.4477,0.3592,0.2333,0.662,0.5278,61.2
0.7013,0.3424,0.8581,0.2288,0.9856,0.69,64.75
0.6797,0.8185,0.7088,0.3602,0.9069,1.0,59.59
0.6947,0.5857,0.3261,0.6265,0.9799,0.4466,53.51
0.3859,0.1117,0.7178,0.4776,0.8315,0.4657,82.99
0.5679,0.3034,0.4993,0.913,0.273,0.704,76.99
0.7228,0.9291,0.3373,0.7462,0.5602,0.5699,47.46
0.9697,0.2436,0.6352,0.8658,0.6589,0.6057,60.48
0.4532,0.0925,0.6909,0.991,0.959,0.5007,80.96
0.7651,0.9174,0.4734,0.9372,0.4304,0.5849,57.0
0.5592,0.1013,0.8109,0.8248,0.4625,0.3649,80.97
0.1362,0.0245,0.6882,0.5874,0.6124,1.0,96.62
0.371,0.263,0.4116,0.2086,0.5925,0.8861,77.95
0.296,0.9772,0.6521,0.3606,0.0049,1.0,76.83
0.5993,0.2373,0.663,0.4754,0.8399,0.3408,66.38
0.9538,0.5832,0.3056,0.3222,0.6043,1.0,52.02
0.0548,0.0239,0.8467,0.3894,0.0536,0.2939,100
0.819,0.6672,0.7249,0.0832,0.3267,0.3176,59.24
0.0704,0.5854,0.3348,0.2579,0.2524,0.957,83.53
0.1393,0.0877,0.3617,0.0469,0.7399,0.7193,84.53
0.6551,0.1932,0.7976,0.666,0.3755,0.7752,82.01
0.9501,0.9132,0.7739,0.8527,0.4781,0.4303,51.54
0.9322,0.0736,0.3846,0.2624,0.1249,0.8699,70.18
0.6281,0.6281,0.4889,0.901,0.3628,0.5406,65.11
0.419,0.6059,0.2885,0.0718,0.9913,0.7514,64.99
0.2133,0.0816,0.7091,0.3976,0.2874,0.6906,92.78
0.0631,0.6297,0.8823,0.2233,0.0291,0.4238,88.18
0.6278,0.6076,0.4965,0.1893,0.9131,0.8087,62.44
0.0661,0.8476,0.5042,0.015,0.2438,0.4566,76.56
0.5716,0.2281,0.3258,0.3433,0.7884,0.7392,69.49
0.8855,0.6351,0.4816,0.4542,0.1017,0.5988,54.7
0.26,0.8457,0.5974,0.8457,0.1654,0.421,74.23
0.185,0.6149,0.7331,0.2581,0.6838,0.5052,83.66
0.747,0.4292,0.6924,0.5421,0.5073,1.0,67.55
0.8838,0.0744,0.7482,0.2226,0.0463,0.486,66.82
0.3205,0.4997,0.2596,0.3339,0.7025,0.7943,71.56
0.6599,0.6943,0.7396,0.9098,0.6986,0.403,59.2
0.6097,0.1717,0.4494,0.098,0.1519,0.9038,76.62
0.2664,0.3902,0.3648,0.1683,0.4125,1.0,85.0
0.0225,0.1458,0.4268,0.297,0.5352,0.2562,89.19
0.6225,0.3447,0.6335,0.5678,0.4897,0.9554,72.8
0.7967,0.1956,0.7814,0.9767,0.8527,0.5395,60.57
0.3463,0.5643,0.6504,0.146,0.7198,0.497,72.99
0.6754,0.9876,0.8742,0.456,0.2184,0.7337,62.31
0.1484,0.3551,0.8705,0.463,0.4311,0.3448,85.51
0.7303,0.1604,0.3456,0.7965,0.543,0.5814,71.85
0.9562,0.0321,0.8634,0.6994,0.578,0.4023,66.54
0.1393,0.4663,0.8731,0.8386,0.1713,0.3514,94.43
0.888,0.683,0.5652,0.2027,0.1718,0.6546,54.01
0.7625,0.2906,0.4443,0.1839,0.4719,0.256,52.85
0.6172,0.845,0.5853,0.1377,0.47,1.0,66.4
0.1602,0.6131,0.5009,0.888,0.6292,0.5491,82.86
0.157,0.7314,0.4291,0.332,0.6844,0.2679,78.51
0.0324,0.1148,0.4125,0.5378,0.2559,0.3682,92.62
0.4293,0.1729,0.6831,0.0129,0.4183,1.0,84.54
0.0383,0.7458,0.5703,0.0028,0.9044,0.8639,80.8
0.6828,0.8772,0.6478,0.1975,0.4569,0.9896,52.76
0.7675,0.1415,0.8697,0.0301,0.6061,1.0,68.51
0.7095,0.2211,0.4954,0.8999,0.4263,0.6034,67.1
0.3055,0.2487,0.8007,0.2542,0.2784,0.4817,83.51
0.9429,0.3895,0.5051,0.2639,0.4643,0.2781,51.71
0.7344,0.5523,0.2699,0.7289,0.095,0.6233,63.1
0.1427,0.9454,0.7811,0.17,0.0036,0.3688,80.01
0.3179,0.0182,0.6269,0.8061,0.6153,1.0,93.49
0.4157,0.7308,0.741,0.1222,0.8365,0.8993,66.13
0.6963,0.1332,0.7552,0.5527,0.048,0.7113,81.92
0.5482,0.9841,0.6535,0.636,0.235,1.0,66.5
0.8508,0.3061,0.8965,0.1744,0.3399,1.0,61.77
0.1985,0.3641,0.7401,0.0869,0.9146,0.9616,85.06
0.6858,0.8348,0.5241,0.7041,0.5522,0.4124,54.54
0.0404,0.0825,0.5116,0.5315,0.0187,0.4681,98.08
0.8023,0.5336,0.7583,0.007,0.7592,0.6816,65.97
0.8368,0.4318,0.7595,0.8495,0.3095,1.0,73.5
0.2202,0.9573,0.4299,0.6921,0.295,0.9199,84.26
0.5963,0.181,0.4282,0.7935,0.5635,0.656,70.68
0.9826,0.0883,0.6764,0.7853,0.9894,0.981,65.85
0.2235,0.7086,0.731,0.4677,0.9716,0.6553,75.12
0.6828,0.0878,0.4723,0.5495,0.9789,1.0,77.11
0.968,0.5704,0.8381,0.039,0.7565,1.0,51.06
0.1815,0.7766,0.341,0.7093,0.5951,0.5946,68.55
0.0078,0.514,0.3906,0.4326,0.7483,0.3691,78.55
0.5162,0.6174,0.3591,0.6869,0.9207,0.5074,63.11
0.9025,0.7405,0.7234,0.7305,0.5722,0.9422,51.28
0.8456,0.1266,0.2736,0.9064,0.3284,0.6111,68.21
0.0486,0.7831,0.7943,0.2112,0.6768,0.9358,87.03
0.8825,0.1455,0.4558,0.6427,0.9434,1.0,61.38
0.5121,0.5125,0.2734,0.773,0.2582,0.4653,67.4
0.2427,0.7118,0.8276,0.0086,0.0041,0.4674,77.92
0.5874,0.6155,0.8862,0.8497,0.9426,0.849,68.79
0.4626,0.9007,0.6616,0.8695,0.3097,0.3511,69.4
0.963,0.4519,0.6071,0.8283,0.7438,0.3742,50.15
0.2848,0.2323,0.738,0.8303,0.9935,0.35,76.49
0.391,0.9367,0.7135,0.2495,0.5797,1.0,70.37
0.3294,0.6267,0.6974,0.5677,0.0542,0.9947,87.26
0.704,0.5723,0.5004,0.5063,0.3142,0.7151,65.41
0.3299,0.666,0.7582,0.072,0.477,0.5336,77.94
0.8238,0.991,0.674,0.4888,0.9552,0.443,50.79
0.0979,0.6867,0.5262,0.9573,0.0939,1.0,90.03
0.6368,0.1933,0.6603,0.6419,0.0026,0.7155,80.16
0.1486,0.1974,0.6981,0.3215,0.0137,1.0,100
0.4088,0.5879,0.438,0.9539,0.333,0.952,77.74
0.765,0.962,0.8508,0.6834,0.3926,0.4293,54.09
0.4586,0.3136,0.6697,0.331,0.1189,0.8211,83.89
0.0536,0.1397,0.2896,0.2678,0.4873,0.5177,93.15
0.7922,0.3297,0.2234,0.243,0.3569,0.5875,57.98
0.0419,0.982,0.2257,0.4111,0.4703,0.3175,63.69
0.4181,0.3092,0.8559,0.793,0.5636,0.9827,85.5
0.1601,0.551,0.3745,0.6627,0.0932,0.832,84.96
0.4776,0.7324,0.75,0.8427,0.3249,0.6511,67.56
0.1689,0.1494,0.8849,0.6491,0.6562,0.8296,98.24
0.3647,0.296,0.4935,0.695,0.2483,0.254,79.65
0.8113,0.3401,0.4331,0.1261,0.4079,0.8969,66.56
0.4287,0.4997,0.5411,0.5389,0.802,0.5356,71.57
0.1369,0.4099,0.8903,0.5766,0.6006,0.4909,85.82
0.8235,0.0354,0.5637,0.6943,0.8248,0.6169,64.76
0.8196,0.1421,0.8719,0.8898,0.5628,0.4184,73.56
0.6857,0.1497,0.595,0.3745,0.3372,0.2714,74.41
0.0371,0.6433,0.8412,0.0238,0.7213,1.0,89.74
0.6782,0.1726,0.2391,0.584,0.2088,0.5336,73.86
0.4756,0.1636,0.2802,0.1823,0.0739,0.845,80.63
0.6859,0.7549,0.7725,0.5882,0.6352,1.0,64.38
0.9199,0.7832,0.6266,0.1125,0.8501,0.4556,44.06
0.4804,0.1596,0.8438,0.0421,0.0557,0.7626,86.98
0.6524,0.4445,0.3958,0.454,0.0541,0.5122,65.79
0.5597,0.491,0.579,0.8891,0.7893,1.0,73.5
0.1935,0.1588,0.6622,0.8306,0.7473,0.2736,86.6
0.0792,0.9968,0.495,0.5769,0.053,0.5169,76.14
0.5033,0.324,0.7185,0.2708,0.4084,1.0,80.75
0.417,0.6926,0.2136,0.4266,0.8303,0.4932,65.48
0.9168,0.9993,0.3238,0.461,0.453,0.677,48.76
0.2506,0.4948,0.8343,0.2609,0.4415,0.9929,84.64
0.3181,0.4681,0.7428,0.0529,0.434,0.3804,74.5
0.6148,0.5001,0.5176,0.9213,0.5458,0.3921,61.74
0.1363,0.7966,0.3026,0.4011,0.7196,0.8985,75.01
0.7559,0.2572,0.5063,0.0013,0.1959,0.7016,63.15
0.0333,0.3872,0.7021,0.5427,0.0106,0.4345,88.56
0.69,0.9637,0.481,0.3056,0.472,1.0,59.38
0.1443,0.5826,0.3336,0.1232,0.1742,0.9483,79.81
0.2625,0.5566,0.4527,0.983,0.6723,0.4976,80.53
0.0847,0.6039,0.884,0.5564,0.2617,0.2681,82.11
0.44,0.931,0.2829,0.0012,0.5144,0.9136,57.08
0.1028,0.1706,0.5357,0.6489,0.7245,0.3002,91.76
0.827,0.0582,0.3583,0.4246,0.548,0.5919,63.21
0.6994,0.6481,0.4056,0.0832,0.0537,1.0,65.63
0.0916,0.9264,0.5995,0.0005,0.6763,0.2967,74.23
0.3621,0.7265,0.2083,0.0481,0.348,0.515,68.82
0.4736,0.6861,0.8512,0.2296,0.6827,0.411,75.1
0.1721,0.9012,0.5295,0.9045,0.7906,0.6839,79.38
0.6484,0.6744,0.6578,0.8601,0.3338,0.4609,63.57
0.8671,0.9878,0.7237,0.2544,0.7601,0.5677,45.33
0.3836,0.6782,0.6309,0.742,0.6689,0.4019,70.3
0.113,0.7786,0.3478,0.2917,0.9412,0.9713,78.65
0.8508,0.0929,0.8286,0.1877,0.4586,0.9659,70.0
0.4441,0.4237,0.7261,0.7416,0.7714,0.8795,76.4
0.4473,0.5336,0.7205,0.9005,0.7671,0.2544,68.58
0.7668,0.8083,0.5205,0.5987,0.0464,0.5829,58.97
0.2983,0.7236,0.5613,0.0788,0.2729,0.8113,73.35
0.8195,0.3374,0.4805,0.2832,0.0451,0.5759,64.84
0.2555,0.3307,0.5955,0.5776,0.4367,0.4174,81.56
0.1454,0.4414,0.6138,0.0972,0.1166,0.8839,90.44
0.0568,0.7011,0.4604,0.693,0.0708,0.7397,84.74
0.5117,0.5539,0.8968,0.3215,0.2224,0.4021,74.71
0.2428,0.8268,0.4884,0.5001,0.2096,1.0,74.25
0.6508,0.6932,0.796,0.0083,0.7594,1.0,64.6
0.1478,0.8584,0.3853,0.3462,0.9678,0.7041,71.49
0.8516,0.2965,0.7784,0.8226,0.517,1.0,69.86
0.4843,0.7917,0.8051,0.7183,0.1409,0.3089,70.34
0.9717,0.2554,0.7102,0.28,0.305,0.2545,56.54
0.1745,0.2479,0.519,0.1037,0.7211,1.0,83.23
0.8796,0.0806,0.5008,0.458,0.499,0.7407,58.81
0.8087,0.3441,0.3008,0.8322,0.1809,0.6588,68.77
0.9195,0.5185,0.6331,0.5897,0.5418,0.6726,56.66
0.4706,0.2932,0.4306,0.258,0.4519,0.5203,76.0
0.1155,0.6104,0.8966,0.722,0.5812,0.8843,89.77
0.213,0.9947,0.8419,0.6913,0.9626,0.6487,71.11
0.991,0.9879,0.607,0.2512,0.8958,0.7229,38.96
0.0272,0.1532,0.3952,0.9775,0.2863,0.5201,94.2
0.7883,0.3495,0.2832,0.8871,0.9812,0.6255,57.93
0.8033,0.1361,0.2926,0.9216,0.8678,0.3069,65.34
0.6572,0.3353,0.3766,0.0303,0.3161,0.4627,64.18
0.3788,0.1313,0.2914,0.6357,0.2995,0.4774,82.37
0.6752,0.8084,0.8395,0.7155,0.9084,0.3118,60.54
0.4139,0.6487,0.399,0.4566,0.8743,0.6335,70.36
0.1051,0.6255,0.3468,0.6985,0.4915,1.0,80.73
0.5576,0.4883,0.7308,0.0475,0.3951,0.3211,66.85
0.6226,0.5107,0.5595,0.3767,0.3536,0.5489,64.65
0.8334,0.0799,0.8511,0.1652,0.8545,0.8739,69.46
0.9381,0.9149,0.5663,0.5403,0.4328,0.288,47.54
0.9253,0.8342,0.6294,0.3901,0.9223,0.8052,48.37
0.5015,0.1563,0.6849,0.5326,0.2866,1.0,82.68
0.3283,0.0445,0.2555,0.2202,0.6745,0.9966,78.02
0.4603,0.7927,0.7282,0.1676,0.7458,1.0,66.68
0.208,0.4326,0.4671,0.4365,0.293,0.972,90.86
0.5451,0.1362,0.8613,0.7024,0.7778,0.4206,75.33
0.144,0.4628,0.4651,0.0291,0.2432,0.2558,84.04
0.561,0.8312,0.5063,0.08,0.7434,0.6228,58.11
0.6658,0.2276,0.3553,0.6377,0.347,1.0,74.43
0.7042,0.4803,0.4395,0.4253,0.1929,0.8462,60.0
0.8588,0.8514,0.517,0.6443,0.7671,0.3013,46.26
0.3565,0.584,0.3528,0.9415,0.7759,0.4522,73.88
0.636,0.8249,0.3192,0.3444,0.9245,0.6608,56.25
0.1632,0.2546,0.7343,0.971,0.3311,0.5596,91.85
0.9082,0.5212,0.7085,0.7004,0.2229,0.7806,56.49
0.4582,0.0387,0.273,0.4156,0.9711,0.7427,78.24
0.9543,0.3597,0.6086,0.6376,0.8642,0.6164,55.36
0.391,0.7868,0.8116,0.3801,0.0102,1.0,76.79
0.2785,0.6712,0.8284,0.7461,0.4312,0.9339,84.12
0.6236,0.0706,0.6828,0.2834,0.6023,0.5729,79.33
0.4652,0.6895,0.2203,0.6592,0.4232,0.3982,64.2
0.3128,0.8403,0.6742,0.279,0.1597,0.5017,71.02
0.4882,0.024,0.5886,0.323,0.0592,0.368,81.98
0.9552,0.5759,0.2203,0.1173,0.7213,0.7125,45.67
0.0911,0.7592,0.3006,0.2238,0.3559,0.7539,84.9
0.5481,0.9982,0.2267,0.6737,0.9466,0.5855,55.68
0.2185,0.457,0.7864,0.1977,0.4037,0.2694,78.84
0.1657,0.7669,0.2496,0.3188,0.381,0.8075,73.89
0.6601,0.3681,0.6878,0.5814,0.898,0.574,62.84
0.6116,0.3709,0.4575,0.891,0.3242,0.8445,74.5
